DATE,PRICE,IMPUTED
2006-01-01,1200.0,0
2006-01-02,1200.0,0
2006-01-03,1200.0,0
2006-01-04,1200.0,0
2006-01-05,1200.0,0
2006-01-06,1200.0,0
2006-01-07,1200.0,0
2006-01-08,1200.0,0
2006-01-09,1200.0,0
2006-01-10,1200.0,0
2006-01-11,1200.0,0
2006-01-12,1200.0,0
2006-01-13,1200.0,0
2006-01-14,1200.0,0
2006-01-15,1200.0,0
2006-01-16,1200.0,0
2006-01-17,1200.0,0
2006-01-18,1200.0,0
2006-01-19,1200.0,0
2006-01-20,1200.0,0
2006-01-21,1200.0,0
2006-01-22,1200.0,0
2006-01-23,1200.0,0
2006-01-24,1200.0,0
2006-01-25,1200.0,0
2006-01-26,1200.0,0
2006-01-27,1200.0,0
2006-01-28,1200.0,0
2006-01-29,1200.0,0
2006-01-30,1200.0,0
2006-01-31,1200.0,0
2006-02-01,1200.0,0
2006-02-02,1200.0,0
2006-02-03,1200.0,0
2006-02-04,1200.0,0
2006-02-05,1200.0,0
2006-02-06,1200.0,0
2006-02-07,1200.0,0
2006-02-08,1200.0,0
2006-02-09,1200.0,0
2006-02-10,1200.0,0
2006-02-11,1200.0,0
2006-02-12,1200.0,0
2006-02-13,1200.0,0
2006-02-14,1200.0,0
2006-02-15,1200.0,0
2006-02-16,1200.0,0
2006-02-17,1200.0,0
2006-02-18,1200.0,0
2006-02-19,1200.0,0
2006-02-20,1200.0,0
2006-02-21,1200.0,0
2006-02-22,1200.0,0
2006-02-23,1200.0,0
2006-02-24,1200.0,0
2006-02-25,1200.0,0
2006-02-26,1200.0,0
2006-02-27,1200.0,0
2006-02-28,1200.0,0
2006-03-01,1200.0,0
2006-03-02,1200.0,0
2006-03-03,1200.0,0
2006-03-04,1200.0,0
2006-03-05,1200.0,0
2006-03-06,1200.0,0
2006-03-07,1200.0,0
2006-03-08,1200.0,0
2006-03-09,1200.0,0
2006-03-10,1200.0,0
2006-03-11,1200.0,0
2006-03-12,1200.0,0
2006-03-13,1200.0,0
2006-03-14,1200.0,0
2006-03-15,1200.0,0
2006-03-16,1200.0,0
2006-03-17,1200.0,0
2006-03-18,1200.0,0
2006-03-19,1200.0,0
2006-03-20,1200.0,0
2006-03-21,1200.0,0
2006-03-22,1200.0,0
2006-03-23,1200.0,0
2006-03-24,1200.0,0
2006-03-25,1200.0,0
2006-03-26,1200.0,0
2006-03-27,1200.0,0
2006-03-28,1200.0,0
2006-03-29,1200.0,0
2006-03-30,1200.0,0
2006-03-31,1200.0,0
2006-04-01,1200.0,0
2006-04-02,1200.0,0
2006-04-03,1200.0,0
2006-04-04,1200.0,0
2006-04-05,1200.0,0
2006-04-06,1200.0,0
2006-04-07,1200.0,0
2006-04-08,1200.0,0
2006-04-09,1200.0,0
2006-04-10,1200.0,0
2006-04-11,1200.0,0
2006-04-12,1200.0,0
2006-04-13,1200.0,0
2006-04-14,1200.0,0
2006-04-15,1200.0,0
2006-04-16,1200.0,0
2006-04-17,1200.0,0
2006-04-18,1200.0,0
2006-04-19,1200.0,0
2006-04-20,1200.0,0
2006-04-21,1200.0,0
2006-04-22,1200.0,0
2006-04-23,1200.0,0
2006-04-24,1200.0,0
2006-04-25,1200.0,0
2006-04-26,1200.0,0
2006-04-27,1200.0,0
2006-04-28,0.0,0
2006-04-29,0.0,0
2006-04-30,0.0,0
2006-05-01,0.0,0
2006-05-02,0.0,0
2006-05-03,1243.0,0
2006-05-04,1281.0,0
2006-05-05,1292.0,0
2006-05-06,1250.0,0
2006-05-07,1221.4724663578666,0
2006-05-08,1201.7175546253848,0
2006-05-09,1265.0,0
2006-05-10,1247.5227958044588,0
2006-05-11,1277.0,0
2006-05-12,1252.5718302816067,0
2006-05-13,1226.9232209252173,0
2006-05-14,1207.3373142388139,0
2006-05-15,1193.3086521917153,0
2006-05-16,1183.421537403071,0
2006-05-17,1270.0,0
2006-05-18,1255.525375276257,0
2006-05-19,1231.1907328717564,0
2006-05-20,1282.0,0
2006-05-21,1260.4370855177224,0
2006-05-22,1234.5744076346998,0
2006-05-23,1214.3893639945054,0
2006-05-24,1251.0,0
2006-05-25,1235.4269232840406,0
2006-05-26,1260.0,0
2006-05-27,1241.0109580781896,0
2006-05-28,1220.9051885643942,0
2006-05-29,1205.4862043438231,0
2006-05-30,1194.3843480750045,0
2006-05-31,1186.5137946995153,0
2006-06-01,1180.9563045869936,0
2006-06-02,1160.0,0
2006-06-03,1200.0,0
2006-06-04,1197.6004936999775,0
2006-06-05,1190.2511947709118,0
2006-06-06,1100.0,0
2006-06-07,1175.0,0
2006-06-08,1220.0,0
2006-06-09,1213.527060400575,0
2006-06-10,1180.0,0
2006-06-11,1191.687241174055,0
2006-06-12,1164.664733395604,0
2006-06-13,1180.0,0
2006-06-14,1167.3596370247985,0
2006-06-15,1169.0,0
2006-06-16,1169.0953899341976,0
2006-06-17,1235.0,0
2006-06-18,1227.887890841332,0
2006-06-19,1213.0240217522155,0
2006-06-20,1200.741296854416,0
2006-06-21,1208.0,0
2006-06-22,1220.0,0
2006-06-23,1197.0,0
2006-06-24,1180.0,0
2006-06-25,1186.0,0
2006-06-26,1183.0980773277818,0
2006-06-27,1201.0,0
2006-06-28,1200.0,0
2006-06-29,1192.9542309800368,0
2006-06-30,1203.0,0
2006-07-01,1200.0,0
2006-07-02,1192.8028802189674,0
2006-07-03,1186.7961398504206,0
2006-07-04,1190.0,0
2006-07-05,1180.0,0
2006-07-06,1205.0,0
2006-07-07,1191.0,0
2006-07-08,1180.0,0
2006-07-09,1177.5879170252977,0
2006-07-10,1168.6728442537665,0
2006-07-11,1164.445725502127,0
2006-07-12,1164.2566888122599,0
2006-07-13,1166.5371529350855,0
2006-07-14,1169.6276487467599,0
2006-07-15,1172.299311049168,0
2006-07-16,1173.93982976396,0
2006-07-17,1174.4844504188713,0
